Date,Open,High,Low,Close,Volume
2022-05-30,731.9063633859516,735.0343891585578,727.556457207025,731.6619873046875,7628515
2022-05-31,724.3306007429127,739.6774283725888,723.8418486506434,735.9140014648438,20272212
2022-06-01,731.1732091151237,738.6022178562554,727.4587047445578,735.7186279296875,10102092
2022-06-02,734.1545326162792,734.8387975028135,726.481148352898,732.8837890625,10949759
2022-06-03,739.1398575668022,739.9707123089044,724.5261571944591,727.556396484375,8563791
2022-06-06,723.5486530818328,734.0568237010655,722.9621147383684,729.9512939453125,9107831
2022-06-07,724.3306715834591,726.2368168621566,715.8752356954008,718.7100219726562,9938912
2022-06-08,720.0296118284759,724.330654424049,710.1079794173784,713.08935546875,9369224
2022-06-09,708.6905774546336,717.5858422171456,705.9047142219031,716.2662353515625,7444368
2022-06-10,708.4462460411919,711.9163743963775,701.8480919731987,703.8031005859375,7990818
2022-06-13,686.4523230042569,686.5011862817296,666.7555895508916,672.5228881835938,16622521
2022-06-14,667.0489840501638,679.0234121894811,665.3383514588328,670.0792236328125,13348598
2022-06-15,672.034170984051,680.6850597202323,670.6656411710155,671.789794921875,9199591
2022-06-16,684.2530376347181,684.301900919266,661.0861728566595,663.2366943359375,13237239
2022-06-17,656.1497605157575,677.0683763732152,654.8790168598471,671.3988037109375,16335613
2022-06-20,670.567967287755,672.3274631412154,662.3569070887676,670.5191040039062,10981042
2022-06-21,675.0155978071406,692.0730601630772,673.1094524462995,680.4407348632812,13319648
2022-06-22,678.6323505985375,683.1777693935765,669.6881625162196,671.1544189453125,6838249
2022-06-23,674.6734441849316,690.117999377383,671.545418657595,683.422119140625,14960412
2022-06-24,694.9077668216811,699.1598862707473,690.6555877104928,697.400390625,10856736
2022-06-27,712.4539453050568,712.4539453050568,699.9907661777792,701.212646484375,8285225
2022-06-28,695.0544172840208,701.163819130027,691.0955368202342,694.3212890625,8339931
2022-06-29,689.0916835496494,690.8023161127109,685.1816662626519,686.941162109375,9570557
2022-06-30,686.9411097920774,695.8852975197483,685.425990141183,691.291015625,11970404
2022-07-01,687.6253577491624,690.8511097533292,678.4856574648795,688.0652465820312,9884899
2022-07-04,688.9938773955026,704.8783221645751,688.9938773955026,703.9008178710938,8303732
2022-07-05,706.7844333161692,715.6797577542877,701.9457753648237,703.2654418945312,11460367
2022-07-06,706.7355522737791,715.4353637115697,705.7580480521003,709.6192016601562,12163533
2022-07-07,719.3943381553008,727.2632362386287,716.5106883910146,725.3082275390625,10374018
2022-07-08,734.3989694177283,740.4595080164269,727.8008153858987,738.7000122070312,9797700
2022-07-11,738.0157026522651,754.1933859236747,738.0157026522651,752.1895141601562,12440573
2022-07-12,748.1328312285864,750.1856258887283,740.6549597396971,742.8054809570312,10219829
2022-07-13,747.5463879335151,747.5463879335151,733.0304734383618,736.2562255859375,8674121
2022-07-14,733.1282090303149,742.4144996780323,731.9551919634412,735.4742431640625,7044542
2022-07-15,736.3051414887036,741.9257914237319,727.4587391755634,734.30126953125,6358018
2022-07-18,742.1701212670519,755.7574545630673,740.8015914163287,754.63330078125,8045363
2022-07-19,750.5277792384503,764.408352039105,749.8924372495047,763.0887451171875,12825591
2022-07-20,771.7396328303837,771.7884961121971,762.7465814780222,765.4835815429688,8152179
2022-07-21,767.243128538435,771.2020089157664,762.551060293467,768.318359375,8312338
2022-07-22,771.3485628590485,785.8156731708199,771.3485628590485,782.05224609375,12267898
2022-07-25,784.9359137737649,799.4029647602089,779.168614826393,782.8831787109375,21034148
2022-07-26,783.5673571014563,784.7403740952077,773.8412378643197,778.3865966796875,7374145
2022-07-27,777.1159138819487,785.7179397384052,776.7738112438328,782.4921875,9536564
2022-07-28,788.7970914270848,797.1547410965919,787.1841854987034,796.2749633789062,11124518
2022-07-29,802.1889291069108,804.8770659367599,789.8234758247538,800.1849975585938,11095993
2022-08-01,802.2377407827505,806.4409970775176,798.9142025057027,804.8770141601562,7974903
2022-08-02,801.5535718124236,803.5085805241612,793.9290497690731,799.3541870117188,11106772
2022-08-03,799.3540904544285,809.3735088917967,793.2935522476932,806.2454833984375,11073975
2022-08-04,805.463492456568,811.2796546075809,790.1655272604742,801.7978515625,11113742
2022-08-05,804.5837654833274,821.9833897534227,804.5837654833274,819.3441162109375,16056522
2022-08-08,822.6875226835213,828.2927450821761,817.3282028661906,823.03173828125,12142951
2022-08-10,828.1452784176954,838.8148216011598,828.1452784176954,834.635498046875,23658553
2022-08-11,845.7475369130158,852.0902867700958,843.8299529999234,845.4033813476562,22787391
2022-08-12,849.5827169105064,862.6615288838539,844.2233371864218,859.8589477539062,10792853
2022-08-16,866.7917224614414,869.7909897323491,861.8257146823769,864.6282958984375,13804836
2022-08-17,867.1358687210077,870.7743506260172,863.7924459051756,868.561767578125,9058040
2022-08-18,865.9066588263488,872.8886235908086,860.4981224688823,870.3809814453125,13137856
2022-08-19,870.2826574891411,872.1510849426604,849.9268816319741,855.9254760742188,10787199
2022-08-22,851.1560824377843,852.9753533579906,835.4713154151559,838.0772705078125,13848023
2022-08-23,831.2920034753492,853.565363288107,828.784421382163,849.5335693359375,13254855
2022-08-24,842.7974552221581,860.7931186749138,842.7974552221581,858.7772216796875,10494109
2022-08-25,858.777231324011,866.7917229069319,852.2870116518208,857.843017578125,9827829
2022-08-26,859.6131508843766,862.9074173013383,852.8770284808124,856.3679809570312,5976725
2022-08-29,835.913896010419,846.6818125997789,832.9146286550671,841.617431640625,7755134
2022-08-30,846.1901222099528,875.9370730488268,844.8133798159581,872.54443359375,12544701
2022-09-01,848.648525097118,870.9710417589762,848.648525097118,859.8097534179688,15877583
2022-09-02,859.5638932874843,866.6441709413587,852.5819886686178,857.8922119140625,8401284
2022-09-05,857.0563257614547,871.1677248014124,857.0563257614547,867.7750854492188,8744999
2022-09-06,867.8242393727411,875.1503596864914,863.4973862958514,868.9551391601562,9879326
2022-09-07,863.93992440851,867.9717784608881,857.9905463774883,861.6290283203125,8814960
2022-09-08,870.7743373784178,885.8198898711566,870.7743373784178,883.8531494140625,12163106
2022-09-09,895.0144705368642,896.7845250095144,882.7714987357843,886.262451171875,9936230
2022-09-12,889.999255291533,893.7852668619817,887.7866721730147,892.113525390625,6016978
2022-09-13,898.7512679197467,898.7512679197467,890.2450910984323,894.866943359375,10400475
2022-09-14,883.3122789295413,906.9131636434951,883.1155928862277,902.8321533203125,14712947
2022-09-15,904.7006277388829,921.0737663685243,900.5213041868283,902.3405151367188,16253099
2022-09-16,899.68546803934,902.3405197050205,890.1467645858569,893.9818725585938,11966860
2022-09-19,889.9008998069304,897.3253330240849,880.4605096063098,884.2465209960938,11235656
2022-09-20,894.0802056014879,907.1590173709351,892.2609347036108,901.504638671875,12090663
2022-09-21,896.8336488066785,901.750499951452,890.5892718608785,900.0296020507812,8917640
2022-09-22,890.9334476295537,896.5386700656916,880.4113739371821,888.376708984375,11125669
2022-09-23,886.7049941400498,889.8517910424239,864.1366341932194,867.5784301757812,15927517
2022-09-26,855.5320712619573,863.3007198251561,844.9116851399775,846.7308959960938,14208640
2022-09-27,850.5661298494573,860.3014595425126,834.4879898697657,838.372314453125,12493809
2022-09-28,829.9645103737492,848.8943881281269,829.9645103737492,835.373046875,11411458
2022-09-29,843.7317080050436,847.2718170375606,827.1127261120321,829.8662109375,13803629
2022-09-30,829.8661834975994,852.6311689242807,823.5725898477152,847.6651611328125,13175031
2022-10-03,845.4034147995258,846.6326276103835,831.6362313179195,834.2421264648438,8232026
2022-10-04,850.6152363273586,858.1380424832868,845.7966982638007,853.22119140625,8975095
2022-10-06,858.5313441599684,876.8712224632693,858.5313441599684,870.7251586914062,12116698
2022-10-07,862.6124061901069,869.7909971016686,858.2855530274397,867.8734130859375,9705750
2022-10-10,857.498870875567,875.0028495843625,856.2205015354034,867.0867309570312,7357588
2022-10-11,868.5617892464269,868.5617892464269,851.0578104793444,856.1221313476562,11130051
2022-10-12,853.5162338043968,857.2038722994155,847.1734835889333,853.9095458984375,14557532
2022-10-13,848.0092744723087,851.057758127805,836.356361520908,839.40478515625,11563124
2022-10-14,869.102608892218,869.102608892218,854.1062126841756,855.7779541015625,8199540
2022-10-17,857.4988706220877,872.7411097214482,854.1062312056179,870.4793701171875,8936947
2022-10-18,881.1489015205395,885.7215971963544,876.3304233020992,881.9848022460938,8097552
2022-10-19,885.0823929953369,885.672451165089,870.823524185281,877.2645874023438,5529462
2022-10-20,874.904536050708,878.444644993716,865.4641455024234,873.8720092773438,8107159
2022-10-21,873.2328268275594,894.8669734381521,870.971087140484,892.0643920898438,17022807
2022-10-24,909.6175046695552,917.9761520097619,902.3405406241353,910.8958740234375,4390050
2022-10-25,926.3839200100418,927.5639762987893,907.6015724863717,909.6666259765625,15838120
2022-10-27,910.6499906898615,918.1727969673566,904.9464553523619,909.0274658203125,16080842
2022-10-28,902.7339179065193,912.0759355754865,886.0166231304726,892.752685546875,9854094
2022-10-31,897.4236699910738,901.7996796263743,889.5567079573316,893.5885620117188,9000840
2022-11-01,905.6839882868387,905.6839882868387,884.5906846989283,893.4901733398438,9823761
2022-11-02,905.2906415260991,905.4381710738429,887.344134198271,889.6550903320312,7690974
2022-11-03,886.0657785726751,898.6529061495565,882.1322974536397,893.5394287109375,9022366
2022-11-04,891.22842638117,898.2103910179295,885.2298919933924,890.2450561523438,7099336
2022-11-07,895.1127533208446,904.7989260941175,888.425847749944,902.2421875,11100219
2022-11-09,904.7005985936642,906.5690260118652,890.687573017621,895.3585815429688,11590409
2022-11-10,892.4576575588619,897.7678809120181,888.9175486701956,895.5552978515625,10009741
2022-11-11,910.5025548917315,912.5676084458842,888.4750368866987,891.4743041992188,17921457
2022-11-14,889.9501202391539,891.4743321979624,876.4287786333103,880.0672607421875,12641308
2022-11-15,885.5740333701879,898.4562191734108,883.853135497327,896.5386352539062,15176911
2022-11-16,897.3745166904429,902.8322096168308,892.9985070394983,898.4070434570312,13008311
2022-11-17,897.8170614166434,906.9623929735917,895.2111061788383,904.5039672851562,12584194
2022-11-18,904.503958162718,906.6673847507535,895.4077832072468,905.0447998046875,10874061
2022-11-21,898.8495850672349,909.4208154906429,898.8495850672349,906.077392578125,9245704
2022-11-22,908.3882678365611,911.0925360222722,905.0940015093032,908.339111328125,11256509
2022-11-23,911.5842047901393,916.3535264058441,908.3390950295454,912.0267333984375,10959704
2022-11-24,912.1251102255595,925.007297174217,912.1251102255595,923.2371826171875,10844395
2022-11-25,924.6630483550347,927.2198470566258,912.0759209646218,914.829345703125,9815055
2022-11-28,908.6340941827,928.1048127682981,908.5849376751411,921.811279296875,9381474
2022-11-29,918.0252988384941,934.1034386824941,918.0252988384941,931.0057983398438,13096845
2022-11-30,932.2841461451067,942.2653781118356,925.3513979413942,937.0535278320312,20858573
2022-12-01,940.1019968726786,941.0853671622943,920.6804336527671,924.5647583007812,15920653
2022-12-02,912.8134325389668,918.9594965878421,910.6991624980909,915.1243286132812,14228874
2022-12-05,921.4179458269825,921.4179458269825,912.9609854870074,918.074462890625,10984608
2022-12-06,909.617475655067,914.2884843138363,904.8973104881314,907.3065795898438,18220912
2022-12-07,906.6673508287319,917.6811093938061,905.3398250280969,906.8148803710938,15675663
2022-12-08,909.6174921814878,918.0252959159986,908.4374358632749,916.4027709960938,10136870
2022-12-09,916.5010887085817,919.2545134517433,909.66665334991,914.43603515625,9575331
2022-12-12,909.6666518108724,918.3695146699072,909.6666518108724,914.829345703125,8493863
2022-12-13,914.0426633087028,920.3362570264762,912.3709218505294,917.435302734375,10415140
2022-12-14,920.4345345555329,920.4836910629631,904.7006108879169,906.4215087890625,12319827
2022-12-15,900.7671675986595,904.6023356609091,889.9500946253131,893.6868896484375,8929748
2022-12-16,890.4417960088692,898.5054443765374,884.6891038306801,887.0,9157260
2022-12-19,892.9001884484412,895.4569270945259,886.1641262330768,891.3759765625,7015083
2022-12-20,890.9334176030434,897.2761675138511,880.8047163605939,894.5718994140625,6384331
2022-12-21,895.1127739519123,900.6196233677778,872.2494155400673,877.412109375,11341147
2022-12-22,885.524918159509,888.8191845188356,871.6102049876959,875.8387451171875,9788367
2022-12-23,868.3650690923766,874.8553486186948,860.7439498143095,864.2841186523438,11059215
2022-12-26,866.4474975184122,882.083108397739,860.6948056021417,878.3463134765625,6943159
2022-12-27,882.7715309604064,887.7375389750106,873.429513103566,885.6724853515625,4994381
2022-12-28,881.0997172333147,888.9175224873511,880.9030311852583,884.0006713867188,8980300
2022-12-29,882.9681688249542,907.9948935959876,874.5603051966399,892.9493408203125,11994220
2022-12-30,893.3918478035222,893.3918478035222,873.7735998460731,876.0353393554688,9688527
2023-01-02,879.133014165472,891.9168275705628,879.133014165472,887.4425048828125,4315403
2023-01-03,883.5581975156894,890.8843181134795,881.8372995238669,886.3607788085938,5846855
2023-01-04,884.0498193112226,892.8018381934444,879.9196524227566,884.1481323242188,12454582
2023-01-05,885.9182709262436,887.983324416825,857.498847055893,864.5299682617188,16547196
2023-01-06,864.3332948698962,864.3332948698962,846.1901017191839,855.6304321289062,14804613
2023-01-09,859.7114121838014,864.136578160155,847.9601260870093,858.8263549804688,16811853
2023-01-10,860.8423399555464,863.7924507024535,842.3549312588034,847.0259399414062,13470142
2023-01-11,848.5501929626489,856.3679382518774,840.6340146184629,851.8936157226562,15558460
2023-01-12,851.1069069044578,854.8928581610782,840.7323633130616,846.3375854492188,16659001
2023-01-13,850.3202540972202,860.3506424969383,844.0266605859816,858.9247436523438,11223103
2023-01-16,862.6615266400381,862.8582126883302,846.7309170508619,850.861083984375,8319812
2023-01-17,852.5328718736945,853.5162421486465,843.830008928274,850.7628173828125,12624859
2023-01-18,850.0744583530415,857.4988920311602,844.3709226807192,855.0404663085938,11313898
2023-01-19,853.5653657155428,856.0729478158603,847.6651442935461,851.7461547851562,6694679
2023-01-20,858.9739220651826,861.9240328450287,851.156116494559,855.8762817382812,8127162
2023-01-23,867.3325589750351,868.610928293756,850.2218926470567,857.203857421875,16882379
2023-01-24,864.3824579598676,867.0375696641171,853.5653851071276,856.2696533203125,11504090
2023-01-25,858.7772020653827,862.2189978391636,833.8979474760824,841.0765380859375,14918485
2023-01-27,825.1951571303518,828.9811085289758,799.5783144793756,803.6101684570312,39718683
2023-01-30,786.6961592099271,812.5096269340029,782.7626784138776,809.8053588867188,36301441
2023-01-31,812.263826381068,824.3592684502656,800.5616963997187,818.0657348632812,27291226
2023-02-01,829.4236497907057,860.6456552441729,809.4612457095282,833.8488159179688,39237711
2023-02-02,814.6239394299438,846.2884134763299,812.3621398379246,843.6333618164062,16798190
2023-02-03,850.2711424550602,858.1381047491398,837.9297973400954,849.4352416992188,14914366
2023-02-06,847.1734495858697,853.3686700048113,835.5205364173879,839.503173828125,8463833
2023-02-07,840.7815527601418,841.7649229972882,833.1112769144314,838.5689697265625,9337066
2023-02-08,838.3231348754082,846.3867828981824,837.733136735758,844.8133544921875,8082983
2023-02-09,844.2233678289274,850.5169614981495,837.4380890299273,846.485107421875,6299265
2023-02-10,841.3223761365415,847.5668130190601,837.831423874429,839.650634765625,8656405
2023-02-13,839.2082356023396,845.0100843434734,835.2255378827236,836.5039672851562,9394365
2023-02-14,839.6998933111457,852.8770188503584,837.9297788179782,850.9102783203125,13402934
2023-02-15,851.9919936093579,858.7280556952117,846.2883982436401,856.3187866210938,12070288
2023-02-16,861.3831785685456,863.2023895146978,850.4677328311636,854.9912719726562,10715685
2023-02-17,853.122860606159,853.122860606159,840.9291053435531,848.3043823242188,9990618
2023-02-20,848.3043524723357,852.1394603552295,836.1105376186733,837.9297485351562,9013430
2023-02-21,840.1915590993827,845.1575668193814,832.7670657532723,839.994873046875,11704445
2023-02-22,837.0938996697665,839.8964807883522,820.8682910418063,825.29345703125,13880984
2023-02-23,822.6383594886005,830.4070083664159,819.6882487785678,825.78515625,11743574
2023-02-24,829.9153465725568,831.5378714965817,821.6550123442489,825.7360229492188,8246139
2023-02-27,819.688278461442,844.0266927005644,819.688278461442,842.1583251953125,14422574
2023-02-28,840.6832497316918,843.731673494998,835.8647115043686,840.634033203125,19600146
2023-03-01,849.6318994835142,849.6318994835142,837.6839268889644,842.0599365234375,11015843
2023-03-02,838.8147865313279,847.5175888548046,836.9463591300545,839.7981567382812,12327141
2023-03-03,842.5025046690788,858.4822720468115,835.7172255898545,854.1062622070312,12823098
2023-03-06,857.2529999720058,862.2681641484656,850.9594064774842,853.3195190429688,13904231
2023-03-08,852.2378481414243,859.1214398669576,847.1734673638621,857.59716796875,16144568
2023-03-09,852.7787361878085,855.3354749598158,839.9457657764826,841.7158203125,10624440
2023-03-10,830.652859893547,831.2920145421942,822.3433692998786,828.636962890625,17273189
2023-03-13,827.456870531115,841.0765238545645,810.2478919533932,814.6239013671875,16413159
2023-03-14,813.2472374121005,820.5733581449355,804.6427472943788,816.54150390625,15456802
2023-03-15,822.5400716542741,829.915348655143,808.5270453526231,812.16552734375,12914488
2023-03-16,815.9023270802556,817.4756955081594,796.8249197860904,810.1987915039062,14987868
2023-03-17,817.9673133971045,824.4575926739807,805.0360313892097,822.3433227539062,11104490
2023-03-20,823.0809417590573,823.8676259956552,811.2804981496084,822.5401000976562,14838651
2023-03-21,828.9811488442917,840.2899071025472,825.0968242211201,838.224853515625,18755854
2023-03-22,843.3874984936714,848.2059765898734,836.8480624814941,845.8950805664062,17431520
2023-03-23,842.7482718835238,853.0245026053876,838.618104988115,841.2240600585938,17920621
2023-03-24,838.3231665358941,845.6984436608433,835.0289000948136,838.224853515625,17295696
2023-03-27,840.7323674827865,842.1582662818862,830.0136082566203,834.5863037109375,17047675
2023-03-28,841.3223897477546,844.6167160361248,834.0946425526428,840.5357055664062,24469018
2023-03-29,842.7974615098666,847.7634692727627,833.8979727434636,836.8480834960938,34881515
2023-03-31,847.6160070938062,866.3491985313435,844.2233676948449,862.6615600585938,25739021
2023-04-03,865.5624912662005,872.3477098631834,854.4012031072931,869.1026000976562,26416933
2023-04-05,871.8560226883184,872.9869224618903,859.4655817873187,869.8892822265625,21068934
2023-04-06,867.33256640625,875.2978414774282,858.1872350230046,860.448974609375,26042745
